Event	ID	Name			Wwise Object Path	Notes
	128625444	Door_Close			\Default Work Unit\Objects\Door\Door_Close	
	535830432	Door_Open			\Default Work Unit\Objects\Door\Door_Open	
	674522502	Land			\Default Work Unit\Main Character\Land	
	856508550	Impacts_Metal			\Default Work Unit\Objects\Gun\Bullets\Impacts_Metal	
	1287408361	Gunshot			\Default Work Unit\Objects\Gun\Bullets\Gunshot	
	1334931201	Time_Slow_Down			\Default Work Unit\Objects\Time Effect\Time_Slow_Down	
	1596305413	Empty_Trigger			\Default Work Unit\Objects\Gun\Bullets\Empty_Trigger	
	1707141479	Ladder_Climb			\Default Work Unit\Main Character\Ladder_Climb	
	1957821939	Growls			\Default Work Unit\Zombies\Growls	
	2133470015	Rubble_Falling			\Default Work Unit\Objects\Structure Weak Point\Rubble_Falling	
	3093623238	Squishing			\Default Work Unit\Zombies\Squishing	
	3206236323	Health_Pick_Up			\Default Work Unit\Objects\Health Object\Health_Pick_Up	
	3236087554	Time_Speed_Up			\Default Work Unit\Objects\Time Effect\Time_Speed_Up	
	3358618626	Wood_Break			\Default Work Unit\Objects\Structure Weak Point\Wood_Break	
	3428649701	Window_Break			\Default Work Unit\Objects\Window\Window_Break	
	3779615487	Impacts_Zombie			\Default Work Unit\Objects\Gun\Bullets\Impacts_Zombie	
	3833651337	Jump			\Default Work Unit\Main Character\Jump	
	3907593247	Impacts_General			\Default Work Unit\Objects\Gun\Bullets\Impacts_General	
	3937699135	Music_Loop			\Default Work Unit\Music\Music_Loop	
	4253579710	Ammo_Pickup			\Default Work Unit\Objects\Gun\Bullets\Ammo_Pickup	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	127155577	Health Pick Up	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\health pack_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Health Object\Health Pick Up		384064
	141313228	Land	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\land poof_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Land\Land		48564
	174086634	Squish 7	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\squish_07_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Squishing\Squish 7		132064
	189472884	Gunshot	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\Ethan_Gunshot_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Gun\Bullets\Fire\Gunshot		263812
	209432970	Time Slow Down	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\time slow down_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Time Effect\Time Speeds\Time Slow Down		384064
	265009831	Jump	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\jump boost_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Jump\Jump		96064
	271431411	Impact General 2	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\bullet impact general_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Gun\Bullets\Impacts\Impact General\Impact General 2		192064
	284870418	Ladder 1	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\ladder step_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Ladder Climb\Ladder 1		43268
	288139591	Growl 7	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\zombie growl_07_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Growls\Growl 7		288064
	289010681	Impact General 1	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\bullet impact general_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Gun\Bullets\Impacts\Impact General\Impact General 1		192064
	292625428	Impact General 3	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\bullet impact general_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Gun\Bullets\Impacts\Impact General\Impact General 3		192064
	310172196	Growl 1	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\zombie growl_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Growls\Growl 1		336064
	324210944	Rubble Falling 1	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\wood debris_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Structure Weak Point\Weak Point Hit\Rubble Falling\Rubble Falling 1		384064
	340022728	Empty Trigger	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\GunHandGunFoley 6077_17_4_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Gun\Bullets\Fire\Empty Trigger		18496
	359922000	Squish 2	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\squish_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Squishing\Squish 2		156064
	389437807	Ladder 5	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\ladder step_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Ladder Climb\Ladder 5		43708
	396660469	Squish 9	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\squish_09_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Squishing\Squish 9		156064
	409362605	Growl 5	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\zombie growl_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Growls\Growl 5		360064
	445995669	Squish 6	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\squish_06_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Squishing\Squish 6		109712
	450485199	Door Close	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\door close_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Door\Door Action\Door Close		103224
	485856363	Door Open	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\door open_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Door\Door Action\Door Open		103224
	503200730	Wood Break	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\wood crash_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Structure Weak Point\Weak Point Hit\Wood Break		384064
	543389951	Growl 4	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\zombie growl_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Growls\Growl 4		360064
	602015592	Ladder 2	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\ladder step_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Ladder Climb\Ladder 2		44948
	612256110	Growl 8	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\zombie growl_08_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Growls\Growl 8		336064
	670638920	Rubble Falling 2	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\wood debris_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Structure Weak Point\Weak Point Hit\Rubble Falling\Rubble Falling 2		384064
	740677022	Growl 6	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\zombie growl_06_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Growls\Growl 6		252064
	762350949	Window Break	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\window break_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Window\Window Break		384064
	774716237	Impact Metal 1	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\bullet impact metal_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Gun\Bullets\Impacts\Impact Metal\Impact Metal 1		192064
	790837329	Squish 5	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\squish_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Squishing\Squish 5		92740
	794498610	Growl 2	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\zombie growl_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Growls\Growl 2		300064
	826542092	Growl 9	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\zombie growl_09_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Growls\Growl 9		356824
	867621944	Squish 3	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\squish_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Squishing\Squish 3		144064
	904638364	Squish 1	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\squish_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Squishing\Squish 1		145328
	937149240	Time Speed Up	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\time speed up_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Time Effect\Time Speeds\Time Speed Up		384064
	958344497	Impact Metal 2	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\bullet impact metal_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Gun\Bullets\Impacts\Impact Metal\Impact Metal 2		192064
	964583442	Squish 10	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\squish_10_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Squishing\Squish 10		132064
	984497733	Ladder 4	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\ladder step_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Ladder Climb\Ladder 4		38000
	1007209499	Impact Zombie 3	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\bullet impact zombie_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Gun\Bullets\Impacts\Impact Zombie\Impact Zombie 3		95540
	1057583867	Ladder 3	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\ladder step_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Ladder Climb\Ladder 3		39300
	1066741158	Growl 10	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\zombie growl_10_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Growls\Growl 10		337512
	1070214108	Impact General 4	C:\Users\Paul\Documents\Unity\Video Games\Miasmaclysm\Dropped-master\Dropped\Wwise_Dropped\.cache\Windows\SFX\bullet impact general_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Gun\Bullets\Impacts\Impact General\Impact General 4		192064

